School Code,School,Attendance Year,School Type,School Category,Remoteness Area,Region,Local Government Area,State Electorate,FTE Days Attended,Possible Attendance Days,Attendance Rate
1751,Fairview Heights State School,2015,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba North,50580.5,55686.5,90.80%
1751,Fairview Heights State School,2016,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba North,50134,53913.5,93.00%
1751,Fairview Heights State School,2017,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba North,51288.5,54985,93.30%
1751,Fairview Heights State School,2018,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba North,52202.5,56311,92.70%
1751,Fairview Heights State School,2019,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Toowoomba North,45939,49744,92.40%
1172,Farleigh State School,2015,State School,Primary,Inner Regional Australia,Central Queensland,Mackay (R),Whitsunday,2481,2621,94.70%
1172,Farleigh State School,2016,State School,Primary,Inner Regional Australia,Central Queensland,Mackay (R),Whitsunday,1918,1993,96.20%
1172,Farleigh State School,2017,State School,Primary,Inner Regional Australia,Central Queensland,Mackay (R),Whitsunday,2235.5,2347,95.20%
1172,Farleigh State School,2018,State School,Primary,Inner Regional Australia,Central Queensland,Mackay (R),Whitsunday,2612,2900,90.10%
1172,Farleigh State School,2019,State School,Primary,Inner Regional Australia,Central Queensland,Mackay (R),Whitsunday,3976.5,4475,88.90%
1027,Farnborough State School,2015,State School,Primary,Outer Regional Australia,Central Queensland,Livingstone (S),Keppel,24866,26724,93.00%
1027,Farnborough State School,2016,State School,Primary,Outer Regional Australia,Central Queensland,Livingstone (S),Keppel,24303,26133,93.00%
1027,Farnborough State School,2017,State School,Primary,Outer Regional Australia,Central Queensland,Livingstone (S),Keppel,26734,28403,94.10%
1027,Farnborough State School,2018,State School,Primary,Outer Regional Australia,Central Queensland,Livingstone (S),Keppel,28740.5,30442,94.40%
1027,Farnborough State School,2019,State School,Primary,Outer Regional Australia,Central Queensland,Livingstone (S),Keppel,28581,30789,92.80%
1205,Federal State School,2015,State School,Primary,Inner Regional Australia,North Coast,Noosa (S),Nicklin,6630,7205,92.00%
1205,Federal State School,2016,State School,Primary,Inner Regional Australia,North Coast,Noosa (S),Nicklin,7814.5,8464,92.30%
1205,Federal State School,2017,State School,Primary,Inner Regional Australia,North Coast,Noosa (S),Nicklin,8598,9329,92.20%
1205,Federal State School,2018,State School,Primary,Inner Regional Australia,North Coast,Noosa (S),Nicklin,8427,9249,91.10%
1205,Federal State School,2019,State School,Primary,Inner Regional Australia,North Coast,Noosa (S),Nicklin,8816.5,9707,90.80%
810,Feluga State School,2015,State School,Primary,Outer Regional Australia,Far North Queensland,Cassowary Coast (R),Hill,2804.5,3100,90.50%
810,Feluga State School,2016,State School,Primary,Outer Regional Australia,Far North Queensland,Cassowary Coast (R),Hill,2744,2977,92.20%
810,Feluga State School,2017,State School,Primary,Outer Regional Australia,Far North Queensland,Cassowary Coast (R),Hill,2688.5,2934,91.60%
810,Feluga State School,2018,State School,Primary,Outer Regional Australia,Far North Queensland,Cassowary Coast (R),Hill,3705.5,4007,92.50%
810,Feluga State School,2019,State School,Primary,Outer Regional Australia,Far North Queensland,Cassowary Coast (R),Hill,3157.5,3562,88.60%
9969,Fernbrooke State School,2017,State School,Primary,Major Cities of Australia,Metropolitan,Ipswich (C),Bundamba,28012,30243,92.60%
9969,Fernbrooke State School,2018,State School,Primary,Major Cities of Australia,Metropolitan,Ipswich (C),Bundamba,65060,71507,91.00%
9969,Fernbrooke State School,2019,State School,Primary,Major Cities of Australia,Metropolitan,Ipswich (C),Bundamba,77988.5,87905.5,88.70%
170,Fernvale State School,2015,State School,Primary,Inner Regional Australia,Metropolitan,Somerset (R),Lockyer,50139,54351,92.30%
170,Fernvale State School,2016,State School,Primary,Inner Regional Australia,Metropolitan,Somerset (R),Lockyer,49596.5,54007,91.80%
170,Fernvale State School,2017,State School,Primary,Inner Regional Australia,Metropolitan,Somerset (R),Lockyer,48368,52374,92.40%
170,Fernvale State School,2018,State School,Primary,Inner Regional Australia,Metropolitan,Somerset (R),Lockyer,52795,57575,91.70%
170,Fernvale State School,2019,State School,Primary,Inner Regional Australia,Metropolitan,Somerset (R),Lockyer,49918,54628,91.40%
2148,Ferny Grove State High School,2015,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Ferny Grove,152844,163415,93.50%
2148,Ferny Grove State High School,2016,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Ferny Grove,151044,162442,93.00%
2148,Ferny Grove State High School,2017,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Ferny Grove,153825,165883,92.70%
2148,Ferny Grove State High School,2018,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Ferny Grove,161484,176659.5,91.40%
2148,Ferny Grove State High School,2019,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Ferny Grove,160625.5,175894,91.30%
227,Ferny Grove State School,2015,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Ferny Grove,72149,75952,95.00%
227,Ferny Grove State School,2016,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Ferny Grove,73849,77970,94.70%
227,Ferny Grove State School,2017,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Ferny Grove,74106,78839,94.00%
227,Ferny Grove State School,2018,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Ferny Grove,82435,87714.5,94.00%
227,Ferny Grove State School,2019,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Ferny Grove,79123.5,84721,93.40%
250,Ferny Hills State School,2015,State School,Primary,Major Cities of Australia,Metropolitan,Moreton Bay (R),Ferny Grove,33028.5,35494,93.10%
250,Ferny Hills State School,2016,State School,Primary,Major Cities of Australia,Metropolitan,Moreton Bay (R),Ferny Grove,30949.5,32778,94.40%
250,Ferny Hills State School,2017,State School,Primary,Major Cities of Australia,Metropolitan,Moreton Bay (R),Ferny Grove,31514.5,33704,93.50%
250,Ferny Hills State School,2018,State School,Primary,Major Cities of Australia,Metropolitan,Moreton Bay (R),Ferny Grove,32695.5,34848,93.80%
250,Ferny Hills State School,2019,State School,Primary,Major Cities of Australia,Metropolitan,Moreton Bay (R),Ferny Grove,32220.5,34295,94.00%
36,Fig Tree Pocket State School,2015,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Maiwar,44180.5,46222,95.60%
36,Fig Tree Pocket State School,2016,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Maiwar,42611,44975,94.70%
36,Fig Tree Pocket State School,2017,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Maiwar,42267.5,44425,95.10%
36,Fig Tree Pocket State School,2018,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Maiwar,45872.5,48065,95.40%
36,Fig Tree Pocket State School,2019,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Maiwar,45631,47899,95.30%
1175,Finch Hatton State School,2015,State School,Primary,Outer Regional Australia,Central Queensland,Mackay (R),Mirani,4756,5263,90.40%
1175,Finch Hatton State School,2016,State School,Primary,Outer Regional Australia,Central Queensland,Mackay (R),Mirani,4459.5,4786,93.20%
1175,Finch Hatton State School,2017,State School,Primary,Outer Regional Australia,Central Queensland,Mackay (R),Mirani,3053,3308,92.30%
1175,Finch Hatton State School,2018,State School,Primary,Outer Regional Australia,Central Queensland,Mackay (R),Mirani,3551,3749,94.70%
1175,Finch Hatton State School,2019,State School,Primary,Outer Regional Australia,Central Queensland,Mackay (R),Mirani,3795,4148,91.50%
1883,Fitzgerald State School,2015,State School,Primary,Inner Regional Australia,Central Queensland,Mackay (R),Mackay,63834,68602,93.00%
1883,Fitzgerald State School,2016,State School,Primary,Inner Regional Australia,Central Queensland,Mackay (R),Mackay,62091,66368,93.60%
1883,Fitzgerald State School,2017,State School,Primary,Inner Regional Australia,Central Queensland,Mackay (R),Mackay,59471.5,64005.5,92.90%
1883,Fitzgerald State School,2018,State School,Primary,Inner Regional Australia,Central Queensland,Mackay (R),Mackay,62729.5,66808,93.90%
1883,Fitzgerald State School,2019,State School,Primary,Inner Regional Australia,Central Queensland,Mackay (R),Mackay,58410.5,62469,93.50%
489,Flagstone Creek State School,2015,State School,Primary,Inner Regional Australia,Darling Downs South West,Lockyer Valley (R),Lockyer,3622.5,3846,94.20%
489,Flagstone Creek State School,2016,State School,Primary,Inner Regional Australia,Darling Downs South West,Lockyer Valley (R),Lockyer,4143.5,4424,93.70%
489,Flagstone Creek State School,2017,State School,Primary,Inner Regional Australia,Darling Downs South West,Lockyer Valley (R),Lockyer,4012.5,4154,96.60%
489,Flagstone Creek State School,2018,State School,Primary,Inner Regional Australia,Darling Downs South West,Lockyer Valley (R),Lockyer,3355.5,3521.5,95.30%
489,Flagstone Creek State School,2019,State School,Primary,Inner Regional Australia,Darling Downs South West,Lockyer Valley (R),Lockyer,3631.5,3854,94.20%
2323,Flagstone State Community College,2015,State High School,Secondary,Major Cities of Australia,South East,Logan (C),Jordan,74920.5,85157,88.00%
2323,Flagstone State Community College,2016,State High School,Secondary,Major Cities of Australia,South East,Logan (C),Jordan,73945.5,84424,87.60%
2323,Flagstone State Community College,2017,State High School,Secondary,Major Cities of Australia,South East,Logan (C),Jordan,74829,82984,90.20%
2323,Flagstone State Community College,2018,State High School,Secondary,Major Cities of Australia,South East,Logan (C),Jordan,71104.5,80288.5,88.60%
2323,Flagstone State Community College,2019,State High School,Secondary,Major Cities of Australia,South East,Logan (C),Jordan,70362,80130.5,87.80%
471,Flagstone State School,2015,State School,Primary,Major Cities of Australia,South East,Logan (C),Jordan,55526.5,61993,89.60%
471,Flagstone State School,2016,State School,Primary,Major Cities of Australia,South East,Logan (C),Jordan,57879,64400,89.90%
471,Flagstone State School,2017,State School,Primary,Major Cities of Australia,South East,Logan (C),Jordan,60616.5,65924,91.90%
471,Flagstone State School,2018,State School,Primary,Major Cities of Australia,South East,Logan (C),Jordan,64855,71952,90.10%
471,Flagstone State School,2019,State School,Primary,Major Cities of Australia,South East,Logan (C),Jordan,60740,67949,89.40%
845,Flying Fish Point State School,2015,State School,Primary,Outer Regional Australia,Far North Queensland,Cassowary Coast (R),Hill,6848.5,7680,89.20%
845,Flying Fish Point State School,2016,State School,Primary,Outer Regional Australia,Far North Queensland,Cassowary Coast (R),Hill,5181,5831,88.90%
845,Flying Fish Point State School,2017,State School,Primary,Outer Regional Australia,Far North Queensland,Cassowary Coast (R),Hill,4510.5,4964.5,90.90%
845,Flying Fish Point State School,2018,State School,Primary,Outer Regional Australia,Far North Queensland,Cassowary Coast (R),Hill,4120,4744,86.80%
845,Flying Fish Point State School,2019,State School,Primary,Outer Regional Australia,Far North Queensland,Cassowary Coast (R),Hill,4041,4836,83.60%
697,Forest Hill State School,2015,State School,Primary,Inner Regional Australia,Darling Downs South West,Lockyer Valley (R),Lockyer,14073.5,15395,91.40%
697,Forest Hill State School,2016,State School,Primary,Inner Regional Australia,Darling Downs South West,Lockyer Valley (R),Lockyer,13000,14052.5,92.50%
697,Forest Hill State School,2017,State School,Primary,Inner Regional Australia,Darling Downs South West,Lockyer Valley (R),Lockyer,13560,14867.5,91.20%
697,Forest Hill State School,2018,State School,Primary,Inner Regional Australia,Darling Downs South West,Lockyer Valley (R),Lockyer,13023,14094,92.40%
697,Forest Hill State School,2019,State School,Primary,Inner Regional Australia,Darling Downs South West,Lockyer Valley (R),Lockyer,12459,13610,91.50%
1726,Forest Lake State High School,2015,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Inala,124470,139642,89.10%
1726,Forest Lake State High School,2016,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Inala,122006,135787,89.90%
1726,Forest Lake State High School,2017,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Inala,127077,140324,90.60%
1726,Forest Lake State High School,2018,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Inala,134477.5,150423.5,89.40%
1726,Forest Lake State High School,2019,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Inala,126019,143235,88.00%
1998,Forest Lake State School,2015,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Inala,79164,85015,93.10%
1998,Forest Lake State School,2016,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Inala,79321.5,84963.5,93.40%
1998,Forest Lake State School,2017,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Inala,76252,81775,93.20%
1998,Forest Lake State School,2018,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Inala,80122,86635,92.50%
1998,Forest Lake State School,2019,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Inala,78960.5,86147,91.70%
1897,Forrest Beach State School,2015,State School,Primary,Outer Regional Australia,North Queensland,Hinchinbrook (S),Hinchinbrook,3865,4028,96.00%
1897,Forrest Beach State School,2016,State School,Primary,Outer Regional Australia,North Queensland,Hinchinbrook (S),Hinchinbrook,4075.5,4317,94.40%
